,store,sido,gungu,store_address
165,오목교,서울,양천구,서울 양천구 신정동 1296 아이파크 상가 1층
166,화곡1호,서울,양천구,서울 양천구 신월동 23-17
167,당산1호,서울,영등포구,서울 영등포구 영등포동8가 76-1 삼환@상가 112호
168,대림2호,서울,영등포구,서울 영등포구 대림3동 783-6
169,문래,서울시,영등포구,서울시 영등포구 문래동3가 77-34
170,신길1호,서울,영등포구,서울 영등포구 신길동 296-14
171,신길2호,서울,영등포구,서울 영등포구 신길7동 674
172,여의도,서울,영등포구,서울 영등포구 여의도동 44-31
173,영등포1호,서울,영등포구,서울 영등포구 도림동 76-24
174,동부이촌,서울,용산구,서울 용산구 이촌1동 301-153 오성상가 103
175,보광,서울,용산구,서울 용산구 보광동 217-13
176,용문,서울,용산구,서울 용산구 용문동 28-26
177,후암,서울,용산구,서울 용산구 후암동 244-59
178,구산역,서울,은평구,서울 은평구 갈현2동 464-14
179,대조,서울,은평구,서울 은평구 대조동 231 삼성타운 A 101호
180,불광1동,서울,은평구,서울 은평구 불광동 554-1 라비앙프라자1층 101호
181,신사1동,서울,은평구,서울 은평구 신사동 29-13
182,역촌1호,서울,은평구,서울 은평구 역촌동 55-1
183,연신내,서울,은평구,서울 은평구 불광동 484-72
184,은평뉴타운,서울,은평구,서울 은평구 진관동 22 은평뉴타운상가 914-103호
185,응암1동,서울,은평구,서울 은평구 응암동 236-33
186,증산(서울),서울,은평구,서울 은평구 증산동 209-18
187,대학로,서울,종로구,서울 종로구 명륜동4가 113-1
188,숭인,서울,종로구,서울 종로구 숭인2동 183-13
189,동대문1호,서울,중구,서울 중구 창신동 464-6
190,신당1호,서울,중구,서울 중구 신당동 846
191,약수,서울,중구,서울 중구 신당동 374-14
192,망우본동,서울,중랑구,서울 중랑구 망우동 149-7
193,면목1호,서울,중랑구,서울 중랑구 면목본동 72-43
194,면목2호,서울,중랑구,서울 중랑구 면목2동 191-126
195,면목3호,서울,중랑구,서울 중랑구 면목동 1096-16
196,묵동,서울,중랑구,서울 중랑구 묵동 238-90
197,상봉1호,서울,중랑구,서울 중랑구 상봉1동 268-34
198,신내1호,서울,중랑구,서울 중랑구 신내1동 571-26 1층 상가
199,가야,부산,부산진구,부산 부산진구 가야동 478
200,감만,부산,남구,부산 남구 감만1동 158-6
201,개금1호,부산,부산진구,부산 부산진구 개금동 2-1
202,개금2호,부산,부산진구,부산 부산진구 개금1동 201-6
203,거제법조,부산,연제구,부산 연제구 거제동 986-5
204,광안2호,부산,수영구,부산 수영구 광안동 168-3
205,괘법,부산,사상구,부산 사상구 괘법동 516-1
206,괴정1호,부산,사하구,부산 사하구 괴정동 487-24
207,구서1호,부산,금정구,부산 금정구 구서2동 1024-1
208,구포1호,부산,북구,부산 북구 구포3동 1228-1
209,국제신도시,부산,강서구,부산 강서구 명지동 3412-6
210,기장,부산,기장군,부산 기장군 기장읍 동부리 134-2
211,남부민,부산,서구,부산 서구 남부민동 457-18
212,남산1호,부산,금정구,부산 금정구 남산동 99-6
213,다대1호,부산,사하구,부산 사하구 다대2동 85-5
214,다대2호,부산,사하구,부산 사하구 다대동 1014
215,당감,부산,부산진구,부산 부산진구 당감동 367-2
216,당리괴정2호,부산,사하구,부산 사하구 괴정동 577-42
217,대교남항,부산,영도구,부산 영도구 남항동 2가 40
218,대신,부산,서구,부산 서구 대영로 30
219,국제신도시,부산,강서구,부산 강서구 명지동 3412-6
220,명지신도시,부산,강서구,부산 강서구 명지동 3256-5
221,신호,부산,강서구,부산 강서구 신호동 317-15
222,지사,부산,강서구,부산 강서구 지사동 1191-5
223,구서1호,부산,금정구,부산 금정구 구서2동 1024-1
224,남산1호,부산,금정구,부산 금정구 남산동 99-6
225,부곡1호,부산,금정구,부산 금정구 부곡동 23-15
226,부곡2호,부산,금정구,부산 금정구 부곡1동 324-20
227,부산대,부산,금정구,부산 금정구 금강로 장전동 418-13
228,서동1호,부산,금정구,부산 금정구 서동 210-6
229,장전1호,부산,금정구,부산 금정구 장전동 134-19
230,기장,부산,기장군,부산 기장군 기장읍 동부리 134-2
231,정관1호,부산,기장군,부산 기장군 정관면 매학리 751-8
232,정관2호,부산,기장군,부산 기장군 모전리 747-7
233,감만,부산,남구,부산 남구 감만1동 158-6
234,대연1호,부산,남구,부산 남구 대연동 1013-8
235,대연2호,부산,남구,부산 남구 대연동 52-7
236,메트로시티1호,부산,남구,부산 남구 용호동 176-30
237,못골,부산,남구,부산 남구 대연동 1543-33
238,문현2호,부산,남구,부산 남구 문현1동 127-56
239,용호1호,부산,남구,부산 남구 용호3동 495-46 1층
240,범일1호,부산,동구,부산 동구 범일2동 833-2
241,수정1호,부산,동구,부산 동구 수정동 295-3
242,초량,부산,동구,부산 동구 초량2동 489-4
243,명륜(부산),부산,동래구,부산 동래구 명륜1동 673-9
244,명장1호,부산,동래구,부산 동래구 명장동 26-24번지 국제아파트 상가 106호
245,복천,부산,동래구,부산 동래구 복천동 476-1
246,사직1호(부산),부산,동래구,부산 동래구 사직동 137-5번지
247,사직2호,부산,동래구,부산 동래구 사직동 89-16
248,수안,부산,동래구,부산 동래구 수안동 192-4
249,안락2호,부산,동래구,부산 동래구 안락동 670-13
250,온천1호,부산,동래구,부산 동래구 온천동 210-5번지
251,온천2호,부산,동래구,부산 동래구 온천동 1411-47
252,우방신세계,부산,동래구,부산 동래구 안락동 471-41
253,가야,부산,부산진구,부산 부산진구 가야동 478
254,개금1호,부산,부산진구,부산 부산진구 개금동 2-1
255,개금2호,부산,부산진구,부산 부산진구 개금1동 201-6
256,당감,부산,부산진구,부산 부산진구 당감동 367-2
257,범천,부산,부산진구,부산 부산진구 범천동 1278-11
258,서면,부산,부산진구,부산 부산진구 부전동 266-24
259,양정,부산,부산진구,부산 부산진구 양정동 310-6
260,연지,부산,부산진구,부산 부산진구 동평로 299
261,초읍대공원,부산,부산진구,부산 부산진구 초읍동 288-6
262,구포1호,부산,북구,부산 북구 구포3동 1228-1
263,덕천2호,부산,북구,부산 북구 덕천3동 781-2
264,덕천역,부산,북구,부산 북구 덕천동 402-12
265,만덕2호,부산,북구,부산 북구 만덕3동 915-6
266,화명1호,부산,북구,부산 북구 화명동 1417-15호 좌측
267,화명3호,부산,북구,부산 북구 화명동 182-5(2층)
268,화명신도시,부산,북구,부산 북구 화명동 2266-1
269,괘법,부산,사상구,부산 사상구 괘법동 516-1
270,덕포,부산,사상구,부산 사상구 덕포동 767-10
271,동서대,부산,사상구,부산 사상구 주례동 55-176
272,모라,부산,사상구,부산 사상구 모라동 1349-
273,신주례,부산,사상구,부산 사상구 주례2동 3-17
274,엄궁,부산,사상구,부산 사상구 엄궁동 40-94
275,학장,부산,사상구,부산 사상구 학장동 579-9
276,괴정1호,부산,사하구,부산 사하구 괴정동 487-24
277,다대1호,부산,사하구,부산 사하구 다대2동 85-5
278,다대2호,부산,사하구,부산 사하구 다대동 1014
279,당리괴정2호,부산,사하구,부산 사하구 괴정동 577-42
280,신평1호,부산,사하구,부산 사하구 신평동 71-15
281,장림,부산,사하구,부산 사하구 장림동 590
282,하단1호,부산,사하구,부산 사하구 하단2동 506-15
283,하단2호,부산,사하구,부산 사하구 하단동 605-42
284,국제신도시,부산,강서구,부산 강서구 명지동 3412-6
285,남부민,부산,서구,부산 서구 남부민동 457-18
286,대신,부산,서구,부산 서구 대영로 30
287,명지신도시,부산,강서구,부산 강서구 명지동 3256-5
288,송도감천,부산,서구,부산 서구 암남동 64-2 104호
289,신호,부산,강서구,부산 강서구 신호동 317-15
290,아미부민,부산,서구,부산 서구 부민동1가 11-3
291,지사,부산,강서구,부산 강서구 지사동 1191-5
292,광안2호,부산,수영구,부산 수영구 광안동 168-3
293,망미1호,부산,수영구,부산 수영구 망미동 413-11
294,민락(부산),부산,수영구,부산 수영구 민락동 165-15
295,수영,부산,수영구,부산 수영구 수영동 503-23
296,거제법조,부산,연제구,부산 연제구 거제동 986-5
297,시청,부산,연제구,부산 연제구 거제3동 34-19
298,연산2호,부산,연제구,부산 연제구 연산4동 578-1 삼익아파트 상가 101호
299,연산3호,부산,연제구,부산 연제구 연산동 2133-48
300,대교남항,부산,영도구,부산 영도구 남항동 2가 40
301,동삼,부산,영도구,부산 영도구 동삼동 219-146
302,봉래영선,부산,영도구,"부산 영도구 영선동1가 69-2, 69-3"
303,청학,부산,영도구,부산 영도구  청학동 13-14
304,영주대청,부산,중구,부산 중구 대청동4가 82-13
305,반송(부산),부산,해운대구,부산 해운대구 반송2동 216-150
306,반여1호,부산,해운대구,부산 해운대구 반여동 1628-5
307,송정(부산),부산,해운대구,부산 해운대구 송정동 227-7
308,우동1호,부산,해운대구,부산 해운대구 우동 1090-13
309,재송1호,부산,해운대구,부산 해운대구 반여동 1291-1019
310,재송2호,부산,해운대구,부산 해운대구 재송동 1083-1
311,좌동1호,부산,해운대구,부산 해운대구 좌동 970
312,좌동3호,부산,해운대구,부산 해운대구 좌동 1450  주공3단지 상가 205
313,해운대역,부산,해운대구,부산 해운대구 우동 639-4
314,감삼성당,대구,달서구,대구 달서구 감삼동 317-3
315,계명,대구시,남구,대구시 남구 양지로 107
316,관음,대구,북구,대구 북구 관음동 1383-9
317,구암,대구,북구,대구 북구 태전동 1074-6
318,구지,대구,달성군,대구 달성군 구지면 응암리 1204-2
319,금호지구,대구,북구,대구 북구 사수동 912
320,남산대신,대구,중구,대구 중구 남산3동 2466-14
321,내당,대구,서구,대구 서구 내당동 219-7
322,논공,대구,달성군,대구 달성군 논공읍 북리 803-128
323,다사,대구,달성군,대구 달성군 다사읍 죽곡리 809-1
324,달성비산,대구,서구,"대구 서구 비산 2,3동 3-50"
325,대곡,대구,달서구,대구 달서구 도원동 1442-2 1층 107호
326,대구혁신,대구,동구,대구 동구 각산동 1098-5 102호
327,대명1호,대구,남구,대구 남구 대명동 1098-4
328,동구청,대구,동구,대구 동구 신암동 345-3
329,동서변,대구,북구,대구 북구 동변동 669-4
330,동천3지구,대구,북구,대구 북구 동천동 906-3
331,동호,대구,동구,대구 동구 동호동 384-7
332,만촌1호,대구,수성구,대구 수성구 만촌동 849-2
333,만촌2호,대구,수성구,대구 수성구 만촌1동 1330-12
334,계명,대구시,남구,대구시 남구 양지로 107
335,대명1호,대구,남구,대구 남구 대명동 1098-4
336,봉덕,대구,남구,대구 남구 봉덕동 687-32
337,앞산,대구,남구,대구 남구 대명동 780-3
338,이천대봉,대구,남구,대구 남구 이천동 184-9
339,감삼성당,대구,달서구,대구 달서구 감삼동 317-3
340,대곡,대구,달서구,대구 달서구 도원동 1442-2 1층 107호
341,상인,대구,달서구,대구 달서구 상인동 1555-1
342,성서,대구,달서구,대구 달서구 신당동 1763-2
343,송현(대구),대구,달서구,대구 달서구 송현1동 207-2
344,신월성,대구,달서구,대구 달서구 월성동 1264번지 트럼프스타 B/D 106호
345,용산,대구,달서구,대구 달서구 용산1동 954-6
346,용산새방,대구,달서구,대구 달서구 용산동 499-2
347,장기,대구,달서구,대구 달서구 장기동 566-4
348,진천(대구),대구,달서구,대구 달서구 진천동 508
349,구지,대구,달성군,대구 달성군 구지면 응암리 1204-2
350,논공,대구,달성군,대구 달성군 논공읍 북리 803-128
351,다사,대구,달성군,대구 달성군 다사읍 죽곡리 809-1
352,명곡,대구,달성군,대구 달성군 화원읍 명곡리 320-1
353,서재세천,대구,달성군,대구 달성군 다사읍 서재리 423-15
354,옥포(대구),대구,달성군,대구 달성군 옥포읍 교항리 2911
355,테크노폴리스,대구,달성군,대구 달성군 유가면 봉리 606 하이젠스타 115호
356,화원,대구,달성군,대구 달성군 화원읍 천내리 54-1
357,대구혁신,대구,동구,대구 동구 각산동 1098-5 102호
358,동구청,대구,동구,대구 동구 신암동 345-3
359,동호,대구,동구,대구 동구 동호동 384-7
360,방촌,대구,동구,대구 동구 방촌동 1118-121
361,신암대현,대구,동구,대구 동구 신암동 806-3
362,신천1호(대구),대구,동구,대구 동구 신천동 501-5
363,신천2호,대구,동구,대구 동구 신청동 377-12
364,율하(대구),대구,동구,대구 동구 율하동 1311번지 102호
365,지묘봉무,대구,동구,대구 동구 지묘동 808-3
366,지저불로,대구,동구,대구 동구 지저동 833-15
367,관음,대구,북구,대구 북구 관음동 1383-9
368,구암,대구,북구,대구 북구 태전동 1074-6
369,금호지구,대구,북구,대구 북구 사수동 912
370,동서변,대구,북구,대구 북구 동변동 669-4
371,동천3지구,대구,북구,대구 북구 동천동 906-3
372,복현1호,대구,북구,대구 북구 복현동 460-6
373,복현2호,대구,북구,대구 북구 복현동 539 -110 복현서한타운 상가 103호
374,산격,대구,북구,대구 북구 산격동 1400-20
375,원대노원,대구,북구,대구 북구 노원동3가 892-1
376,칠성고성,대구,북구,대구 북구 동2가 42-9
377,침산,대구,북구,대구 북구 침산동 457-31
378,태전(대구),대구,북구,대구 북구 태전동 254-30
379,팔달매천,대구,북구,대구 북구 매천동 682
380,감삼성당,대구,달서구,대구 달서구 감삼동 317-3
381,내당,대구,서구,대구 서구 내당동 219-7
382,달성비산,대구,서구,"대구 서구 비산 2,3동 3-50"
383,대곡,대구,달서구,대구 달서구 도원동 1442-2 1층 107호
384,상인,대구,달서구,대구 달서구 상인동 1555-1
385,성서,대구,달서구,대구 달서구 신당동 1763-2
386,송현(대구),대구,달서구,대구 달서구 송현1동 207-2
387,신월성,대구,달서구,대구 달서구 월성동 1264번지 트럼프스타 B/D 106호
388,용산,대구,달서구,대구 달서구 용산1동 954-6
389,용산새방,대구,달서구,대구 달서구 용산동 499-2
390,장기,대구,달서구,대구 달서구 장기동 566-4
391,진천(대구),대구,달서구,대구 달서구 진천동 508
392,평리,대구,서구,대구 서구 평리동 1217-2
393,만촌1호,대구,수성구,대구 수성구 만촌동 849-2
394,만촌2호,대구,수성구,대구 수성구 만촌1동 1330-12
395,범물,대구,수성구,대구 수성구 범물동 1374-4
396,범어1호,대구,수성구,대구 수성구 범어동 203-18
397,범어2호,대구,수성구,대구 수성구 범어동 478-12
398,수성(대구),대구,수성구,대구 수성구 수성동4가 1022-11
399,시지1호,대구,수성구,대구 수성구 매호동 1328-12
400,시지2호,대구,수성구,대구 수성구 시지동 489-2
401,시지3호,대구,수성구,대구 수성구 신매동 593-4
402,중동,대구,수성구,대구 수성구 중동 97-5
403,지산,대구,수성구,"대구 수성구 지산동 1234, 113동 4호"
404,파동,대구,수성구,대구 수성구 상동 380-2
405,황금,대구,수성구,대구 수성구 두산동 133-1
406,남산대신,대구,중구,대구 중구 남산3동 2466-14
407,중앙(대구),대구,중구,대구 중구 남일동 33-9
408,가좌,인천,서구,인천 서구 가좌동 30-78
409,간석1호,인천,남동구,인천 남동구 구월동 70-80
410,강화,인천,강화군,인천 강화군 강화읍 갑곳리 199-1
411,검단1호,인천,서구,인천 서구 검단로 왕길동 637-1
412,검암,인천,서구,인천 서구 검암동 626-2번지 태건프라자 105호
413,계산1호,인천,계양구,인천 계양구 계산동 1081-10
414,계산2호,인천,계양구,인천 계양구 계산3동 61-2
415,계산3호,인천,계양구,인천 계양구 계산동 942-30
416,공항신도시,인천,중구,인천 중구 운서동 2801-3
417,관교,인천,남구,인천 남구 관교동 321-5
418,구월,인천,남동구,인천 남동구 구월동 1133-13
419,논현1호(인천),인천,남동구,인천 남동구 논현동 620-8
420,논현에코메트로,인천,남동구,인천 남동구 논현동 752-1
421,당하,인천,서구,인천 서구 마전동 585
422,도화(인천),인천,미추홀구,인천 미추홀구 도화동 1005-3 스카이프라자2
423,동춘,인천,연수구,인천 연수구 동춘동 934-1
424,만수1호,인천,남동구,인천 남동구 만수동 1045 103호
425,만수2호,인천,남동구,인천 남동구 만수2동 5-440
426,만수3호,인천,남동구,인천 남동구 간석3동 921-14
427,부개1동,인천,부평구,인천 부평구 부개동 265-3
428,강화,인천,강화군,인천 강화군 강화읍 갑곳리 199-1
429,계산1호,인천,계양구,인천 계양구 계산동 1081-10
430,계산2호,인천,계양구,인천 계양구 계산3동 61-2
431,계산3호,인천,계양구,인천 계양구 계산동 942-30
432,임학박촌,인천,계양구,인천 계양구 박촌동 52-3
433,작전1호,인천,계양구,인천 계양구 작전동 149-1
434,효성1호,인천,계양구,"인천 계양구 효성1동 21-11 현대아파트 상가동 101호, 102호, 103호"
435,효성2호,인천,계양구,인천 계양구 효성2동 273-3
436,관교,인천,남구,인천 남구 관교동 321-5
437,용현2동,인천,남구,인천 남구 용현동 558-32
438,용현5동,인천,남구,인천 남구 용현동 630-45
439,주안1호,인천,남구,인천 남구 주안동 1523-2
440,주안3호,인천,남구,인천 남구 주안동 929-11
441,학익1호,인천,남구,인천 남구 학익동 293-37
442,간석1호,인천,남동구,인천 남동구 구월동 70-80
443,구월,인천,남동구,인천 남동구 구월동 1133-13
444,논현1호(인천),인천,남동구,인천 남동구 논현동 620-8
445,논현에코메트로,인천,남동구,인천 남동구 논현동 752-1
446,만수1호,인천,남동구,인천 남동구 만수동 1045 103호
447,만수2호,인천,남동구,인천 남동구 만수2동 5-440
448,만수3호,인천,남동구,인천 남동구 간석3동 921-14
449,서창,인천,남동구,인천 남동구 서창동 706
450,간석1호,인천,남동구,인천 남동구 구월동 70-80
451,구월,인천,남동구,인천 남동구 구월동 1133-13
452,논현1호(인천),인천,남동구,인천 남동구 논현동 620-8
453,논현에코메트로,인천,남동구,인천 남동구 논현동 752-1
454,만수1호,인천,남동구,인천 남동구 만수동 1045 103호
455,만수2호,인천,남동구,인천 남동구 만수2동 5-440
456,만수3호,인천,남동구,인천 남동구 간석3동 921-14
457,서창,인천,남동구,인천 남동구 서창동 706
458,송현(인천),인천,동구,인천 동구 송림동 234-1
459,부개1동,인천,부평구,인천 부평구 부개동 265-3
460,부개3동,인천,부평구,인천 부평구 부개동 12-127
461,부평1호,인천,부평구,인천 부평구 부평동 451-30
462,부평2호,인천,부평구,인천 부평구 부평동 889-8
463,산곡1호,인천,부평구,인천 부평구 산곡동 369-270
464,산곡2호,인천,부평구,인천 부평구 산곡동 119-54
465,산곡3호,인천,부평구,인천 부평구 산곡2동 251-1
466,삼산(부평),인천,부평구,인천 부평구 삼산동 433-1
467,십정1호,인천,부평구,인천 부평구 십정동 417-3
468,가좌,인천,서구,인천 서구 가좌동 30-78
469,검단1호,인천,서구,인천 서구 검단로 왕길동 637-1
470,검암,인천,서구,인천 서구 검암동 626-2번지 태건프라자 105호
471,당하,인천,서구,인천 서구 마전동 585
472,불로원당,인천,서구,인천 서구 당하동 1033-3 조이빌 103
473,석남가정,인천,서구,인천 서구 가정동 505-4
474,연희1호(인천),인천,서구,인천 서구 심곡동 257-15
475,청라,인천,서구,인천 서구 연희동 799-8 우리프라자 1층
476,청라호수공원,인천,서구,인천 서구 청라동 152-15
477,동춘,인천,연수구,인천 연수구 동춘동 934-1
478,선학연수3호,인천,연수구,인천 연수구 선학동 406-2
479,송도1호,인천,연수구,인천 연수구 송도동 21-59  302동 102호
480,송도드림시티,인천,연수구,인천 연수구 송도동 3-2
481,연수중앙,인천,연수구,인천 연수구 연수동 626
482,옥련,인천,연수구,인천 연수구 옥련동 194-4
483,공항신도시,인천,중구,인천 중구 운서동 2801-3
484,영종하늘도시,인천,중구,"인천 중구 중산동 1884-4 108,109호"
485,계림,광주,동구,광주 동구 장동 16-4
486,금호,광주,서구,광주 서구 쌍촌동 881번지
487,노대효천,광주,남구,광주 남구 노대동 814
488,동천(광주),광주,서구,광주 서구 동천동 527
489,두암1호,광주,북구,광주 북구 두암2동 826-50
490,마재,광주,서구,"광주 서구 금호동 813 대주파크빌상가 124동 114호, 115호"
491,문흥1호,광주,북구,광주 북구 문흥동 980-15
492,백운,광주,남구,광주 남구 서동 71-15
493,봉선1호,광주,남구,광주 남구 주월1동 1253-4
494,봉선2호,광주,남구,광주 남구 봉선2동 475
495,상무1호,광주,서구,광주 서구 치평동 1258
496,소촌우산,광주,광산구,광주 광산구 소촌동 244-6
497,송정1호,광주,광산구,광주 광산구 도산동 1143
498,수완1호,광주,광산구,광주 광산구 장덕동 1479번지 1층
499,수완2호,광주,광산구,광주 광산구 수완동 1128번지  102호
500,신가,광주,광산구,광주 광산구 신가동 974-6
501,신창,광주,광산구,광주 광산구 신창동 1236-1
502,쌍촌1호,광주,서구,광주 서구 쌍촌동 147
503,양산1호,광주,북구,광주 북구 양산동 877-1 1층
504,오치,광주,북구,광주 북구 오치동 785-4
505,소촌우산,광주,광산구,광주 광산구 소촌동 244-6
506,송정1호,광주,광산구,광주 광산구 도산동 1143
507,수완1호,광주,광산구,광주 광산구 장덕동 1479번지 1층
508,수완2호,광주,광산구,광주 광산구 수완동 1128번지  102호
509,신가,광주,광산구,광주 광산구 신가동 974-6
510,신창,광주,광산구,광주 광산구 신창동 1236-1
511,운남1호,광주,광산구,광주 광산구 월곡2동 683-1
512,첨단1호,광주,광산구,광주 광산구 산월동 884-2
513,첨단2호,광주,광산구,광주 광산구 쌍암동 655-4번지
514,하남1호,광주,광산구,광주 광산구 산정동 977-13
515,하남2지구,광주,광산구,광주 광산구 산정동 1039
516,노대효천,광주,남구,광주 남구 노대동 814
517,백운,광주,남구,광주 남구 서동 71-15
518,봉선1호,광주,남구,광주 남구 주월1동 1253-4
519,봉선2호,광주,남구,광주 남구 봉선2동 475
520,주월,광주,남구,광주 남구 월산동 1034-17
521,진월,광주,남구,광주 남구 진월동 870번지 한국아델리움 2차상가 230동 102호
522,계림,광주,동구,광주 동구 장동 16-4
523,조선대,광주,동구,광주 동구 지산동 500번지
524,학동,광주,동구,광주 동구 학동 735-16
525,두암1호,광주,북구,광주 북구 두암2동 826-50
526,문흥1호,광주,북구,광주 북구 문흥동 980-15
527,양산1호,광주,북구,광주 북구 양산동 877-1 1층
528,오치,광주,북구,광주 북구 오치동 785-4
529,운암1호,광주,북구,광주 북구 운암3동 1051-5
530,운암2호(광주),광주,북구,광주 북구 운암동 492-39
531,일곡1호,광주,북구,광주 북구 일곡동 828-4
532,전남대,광주,북구,광주 북구 용봉동161-15번지
533,첨단신용,광주,북구,광주 북구 신용동 693
534,금호,광주,서구,광주 서구 쌍촌동 881번지
535,동천(광주),광주,서구,광주 서구 동천동 527
536,마재,광주,서구,"광주 서구 금호동 813 대주파크빌상가 124동 114호, 115호"
537,상무1호,광주,서구,광주 서구 치평동 1258
538,쌍촌1호,광주,서구,광주 서구 쌍촌동 147
539,풍암1호,광주,서구,광주 서구 풍암동 1048번지 호반 APT상가 104호
540,화정1호(광주),광주,서구,광주 서구 화정동 824-16
541,화정2호,광주,서구,"광주 서구 농성동 666-1 1층 113,114호"
542,가오천동,대전,동구,대전 동구 가오동 235-12
543,가장내동,대전,서구,대전 서구 가장동 50-45
544,갈마1호,대전,서구,대전 서구 갈마2동 404-2 푸른아파트 상가 107-2
545,관저1호,대전,유성구,대전 유성구 원내동 829 외 1필지
546,관저느리울,대전,서구,대전 서구 관저동 1354
547,관평,대전,유성구,대전 유성구 관평동 1056
548,노은1지구,대전,유성구,대전 유성구 노은동 553-9 스타돔 120호
549,노은2지구,대전,유성구,대전 유성구 지족동 985-2
550,대사부사,대전,중구,대전 중구 대사동 69-53
551,도마1호,대전,서구,대전 서구 도마동 114-19
552,도안1지구,대전,유성구,대전 유성구 상대동 469-9
553,도안2지구,대전,서구,대전 서구 가수원동 1036
554,둔산1호,대전,서구,대전 서구 둔산2동 1093
555,둔산2호,대전,서구,대전 서구 둔산동 1851
556,만년,대전,서구,대전 서구 만년동 316
557,문화1호,대전,중구,대전 중구 문화동 466-16
558,복수,대전,서구,대전 서구 복수동 622
559,비래,대전,동구,대전 동구 가양동 88-1 조일아파트상가 A동
560,송강,대전,유성구,대전 유성구 봉산동 198-13
561,송촌1호,대전,대덕구,대전 대덕구 송촌동 454-4
562,송촌1호,대전,대덕구,대전 대덕구 송촌동 454-4
563,신탄진,대전,대덕구,대전 대덕구 석봉동 309-1
564,한남대,대전,대덕구,대전 대덕구 한남로 오정동 223-260
565,가오천동,대전,동구,대전 동구 가오동 235-12
566,비래,대전,동구,대전 동구 가양동 88-1 조일아파트상가 A동
567,용운,대전,동구,대전 동구 용운동 306-3
568,자양대동,대전,동구,대전 동구 대동 192-1
569,가장내동,대전,서구,대전 서구 가장동 50-45
570,갈마1호,대전,서구,대전 서구 갈마2동 404-2 푸른아파트 상가 107-2
571,관저느리울,대전,서구,대전 서구 관저동 1354
572,도마1호,대전,서구,대전 서구 도마동 114-19
573,도안2지구,대전,서구,대전 서구 가수원동 1036
574,둔산1호,대전,서구,대전 서구 둔산2동 1093
575,둔산2호,대전,서구,대전 서구 둔산동 1851
576,만년,대전,서구,대전 서구 만년동 316
577,복수,대전,서구,대전 서구 복수동 622
578,월평1호,대전,서구,대전 서구 월평1동 845번지
579,탄방,대전,서구,대전 서구 탄방동 723
580,관저1호,대전,유성구,대전 유성구 원내동 829 외 1필지
581,관평,대전,유성구,대전 유성구 관평동 1056
582,노은1지구,대전,유성구,대전 유성구 노은동 553-9 스타돔 120호
583,노은2지구,대전,유성구,대전 유성구 지족동 985-2
584,도안1지구,대전,유성구,대전 유성구 상대동 469-9
585,송강,대전,유성구,대전 유성구 봉산동 198-13
586,신성,대전,유성구,대전 유성구 신성동 137-15
587,유성,대전,유성구,대전 유성구 봉명동 621-1
588,전민,대전,유성구,대전 유성구 전민동 306-13
589,대사부사,대전,중구,대전 중구 대사동 69-53
590,문화1호,대전,중구,대전 중구 문화동 466-16
591,용두오류,대전,중구,대전 중구 용두동 26-1
592,중촌,대전,중구,대전 중구 중촌동 98-16
593,태평1호,대전,중구,대전 중구 유천동 326-13
594,강동산하,울산,북구,울산 북구 산하동 89
595,공업탑,울산,남구,울산 남구 신정동 1218-7
596,구영,울산,울주군,울산 울주군 범서읍 구영리 801-6
597,남목서부,울산,동구,울산 동구 서부동 181-31
598,남창,울산,울주군,울산 울주군 온양읍 운화리 56-6
599,다운,울산,중구,울산 중구 다운동 536-1
600,달동,울산,남구,울산 남구 달동 135-2
601,덕신,울산,울주군,울산 울주군 덕신리 1294-2
602,무거1호,울산,남구,울산 남구 무거동 1484-2
603,반구1호,울산,중구,울산 중구 반구동 874-3
604,반구2호,울산,중구,울산 중구 반구동 99-17
605,방어,울산,동구,울산 동구 방어동 1149-1
606,복산,울산,중구,울산 중구 복산동 399-12
607,삼산(울산),울산,남구,울산 남구 달동 1266-9
608,삼산2호,울산,남구,울산 남구 삼산동 203-15
609,성안,울산,중구,울산 중구 성안동 804-10
610,송정지구,울산,북구,울산 북구 송정동 407
611,수암,울산,남구,울산 남구 신정4동 870-9
612,신정3동(구 신정3호점),울산,남구,울산 남구 신정3동 177-1
613,야음1호,울산,남구,울산 남구 선암동 679-3
614,공업탑,울산,남구,울산 남구 신정동 1218-7
615,달동,울산,남구,울산 남구 달동 135-2
616,무거1호,울산,남구,울산 남구 무거동 1484-2
617,삼산(울산),울산,남구,울산 남구 달동 1266-9
618,삼산2호,울산,남구,울산 남구 삼산동 203-15
619,수암,울산,남구,울산 남구 신정4동 870-9
620,신정3동(구 신정3호점),울산,남구,울산 남구 신정3동 177-1
621,야음1호,울산,남구,울산 남구 선암동 679-3
622,야음2호,울산,남구,울산 남구 야음1동 455-8
623,옥동(울산),울산,남구,울산 남구 옥동 1406-17
624,울대,울산,남구,울산 남구 무거동 583-17
625,남목서부,울산,동구,울산 동구 서부동 181-31
626,방어,울산,동구,울산 동구 방어동 1149-1
627,전하,울산,동구,울산 동구 전하2동 634-4
628,화정,울산,동구,울산 동구 화정동 438-3
629,강동산하,울산,북구,울산 북구 산하동 89
630,송정지구,울산,북구,울산 북구 송정동 407
631,양정염포,울산,북구,울산 북구 양정동 497-11
632,진장명촌,울산,북구,울산 북구 명촌동 692-3
633,호계1호(울산),울산,북구,울산 북구 호계동 286-15
634,호계2호,울산,북구,울산 북구 신천동 107-4
635,화봉,울산,북구,울산 북구 연암동 414-3
